,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
197406,-10.99,-2.11,-1.79,-2.23,-1.69,-2.9,-2.07,-2.63,-0.57,-1.71,-1.63,-4.02,-1.22,-2.36,-1.66,-1.7,-4.18,-1.59,0.65
197407,0.51,-9.33,-4.39,-2.83,-10.65,-4.21,-3.53,-3.26,-2.88,-11.96,-6.89,-2.64,-6,-4.51,-1.07,-3.7,-2.77,-3.5,-1.74
197408,-8.75,-10.05,-5.92,-7.19,-10.09,-8.08,-5.47,-7.38,-7.15,-9.75,-11.02,-9.83,-5.99,-4.5,-7.79,-7.52,-7.23,-7.68,-6.19
197409,-4.89,-13.6,-6.18,-7.19,-14.4,-9.23,-5.17,-5.69,-7.29,-16.46,-8.72,-9.85,-8.52,-5.24,-5,-4.42,-7.07,-6.68,-8.38
197410,4.11,21.1,10.84,8,22.03,13.61,11.72,9.65,6.74,23.02,19.52,16.98,9.81,12.33,10.19,9.85,9.42,5.24,9.45
197411,-3.09,-4.07,-3.56,-4.44,-4.44,-3.05,-3.53,-3.37,-5.07,-4.89,-3.25,-2.39,-3.84,-4.65,-0.66,-3.02,-3.76,-4.09,-6.7
197412,-4.17,-3.4,-0.63,-4.16,-3.95,-0.73,-0.32,-2.7,-4.94,-4.5,-2.54,-0.91,-0.52,0.67,-2.76,-2.12,-3.34,-2.99,-8.3
197501,26,11.03,17.96,23.93,10.3,15.97,16.86,22.41,25.17,10.39,10.06,14.26,18.06,16.26,18.39,22.2,22.64,22.46,30.11
197502,6.15,8.14,2.83,2.61,9.27,3.01,3.1,2.94,1.5,11.29,4.19,3.32,2.65,3.45,2.23,2.2,3.77,0.18,3.76
197503,-0.79,3.08,2.15,7.51,3.15,3.44,0.34,6.26,6.72,3.41,2.43,2.78,4.23,-0.77,3.15,4.4,8.33,7.76,5.01
197504,6.38,5.72,2.24,5.71,5.71,4.88,1.2,4.82,4.1,4.85,8.06,5.78,3.81,0.88,1.99,2.48,7.34,3.7,4.78
197505,9.58,5.86,5.97,2.73,5.39,7.78,5.37,3.08,3.86,4.66,7.34,7.97,7.55,5.56,4.9,4.52,1.62,3.37,4.66
197506,11.56,4.42,6.49,7.22,3.88,6.95,5.75,7.86,6.58,3,6.19,6.85,7.07,5.5,6.33,7.86,7.86,7.53,5.04
197507,-1.87,-7.33,-3.73,-3.69,-7.89,-4.35,-4.16,-4.45,-3.85,-8.77,-5.99,-5.42,-2.35,-3.96,-4.64,-4.99,-3.5,-3.65,-4.13
197508,-11.01,-2.33,-2.04,-4.02,-2.36,-2.35,-2.48,-0.95,-5.05,-2.98,-1.06,-2.22,-2.57,-2.43,-2.6,0.1,-2.77,-3.56,-7.17
197509,-4.88,-3.93,-2.8,-3.64,-4.53,-1.81,-2.9,-3.91,-4.46,-4.6,-4.39,-1.9,-1.63,-3.2,-2.22,-4.61,-2.67,-4.23,-4.81
197510,-0.66,6.32,5.46,4.59,6.81,5.43,4.67,5.54,3.51,7.53,5.32,4.74,6.68,4.27,5.58,5.36,5.85,5.06,1.2
197511,-6.82,2.97,3.4,4.22,3.22,2.54,3.26,4.12,4.12,3.53,2.56,2.13,3.27,2.75,4.41,4,4.33,3.92,4.43
197512,7.03,-1.81,0.29,0.2,-2.56,0.65,0.22,0.03,0.56,-2.83,-2,0.76,0.46,0.35,-0.07,0.17,-0.21,0.55,0.58
197601,24.72,10.95,15.09,20.86,11.36,10.82,15.27,18.57,22.76,11.3,11.51,9.6,12.98,14.86,16.2,18.52,18.67,20.41,26.33
197602,4.89,-1.02,2.62,7.82,-1.71,2.12,1.81,3.63,10.36,-3.07,1.15,1.27,3.6,1.2,3.17,2.96,4.79,7.8,14.02
197603,8.12,2.76,2.8,2.05,2.73,3.07,2.5,2.04,2.71,3.11,1.97,2.87,3.41,2.73,1.99,2.52,1.22,2.19,3.4
197604,5.71,-1.57,0.06,-1.4,-2.15,-0.06,0.65,-0.47,-1.59,-2.49,-1.45,0.32,-0.69,1.16,-0.46,-0.08,-1.16,-1.95,-1.11
197605,-1.57,-0.62,-1.65,-1.86,-1.18,0.02,-0.98,-2.58,-1.76,-1.55,-0.44,1.17,-1.92,-0.84,-1.28,-2.92,-1.98,-1.63,-1.92
197606,9.71,4.44,4.96,5.03,4.42,4.16,5.8,5.6,4.19,5.21,2.82,4.51,3.54,5.37,6.75,5.31,6.09,4.3,4.04
197607,9.4,-1.19,0.27,0.53,-1.61,0.16,0.33,0.18,1.45,-1.47,-1.94,0.29,-0.09,0.83,-0.52,0.63,-0.33,1.23,1.74
197608,-5.65,-0.43,0.86,-1.04,-0.59,0.17,1.46,-0.9,-0.95,-0.15,-1.63,0.12,0.25,2.45,-0.25,-0.71,-1.12,0.08,-2.2
197609,-1.87,2.24,3.07,2.65,1.75,3.77,3.1,3.34,0.83,1.55,2.23,3.99,3.39,2.78,3.65,2.43,4.38,1.22,0.34
197610,-0.01,-2.48,-1.21,-2.9,-2.53,-2.14,-0.84,-2.29,-3.01,-2.95,-1.52,-2.32,-1.81,-0.35,-1.7,-1.84,-2.8,-2.08,-4.2
197611,-1.15,-0.54,2.52,2.71,-0.81,1.17,2.32,2.54,3.9,-1.66,1.22,0.38,2.57,2.72,1.63,3.34,1.62,4.01,3.75
197612,13.13,5.01,6.96,9.23,4.38,7.52,6.26,8.58,9.33,3.62,6.12,7.14,8.17,5.74,7.19,8.1,9.14,8.8,10.02
197701,2.39,-5.98,-1.15,1.04,-7.02,-2.57,-0.85,-0.12,2.36,-7.9,-5.04,-2.52,-2.67,-1.21,-0.22,-0.07,-0.18,2.15,2.65
197702,0.19,-1.82,-1.48,-1.17,-1.52,-2.71,-1.05,-1.28,-1.57,-1.61,-1.32,-2.81,-2.53,-0.67,-1.71,-1.7,-0.78,-1.24,-2.01
197703,1.22,-1.55,-0.46,0.38,-1.52,-1.05,-0.76,-0.08,1.25,-1.51,-1.52,-1.65,-0.04,-1.09,-0.17,0.21,-0.42,1.98,0.26
197704,5.73,-1,1.92,3.65,-1.84,1.95,1.59,3.35,3.32,-2.95,0.58,1.77,2.26,1.93,0.99,2.82,3.96,4.04,2.34
197705,-3.78,-1.73,-0.05,-0.72,-2.08,-0.74,0.56,-1.07,-0.6,-2.27,-1.69,-0.62,-0.94,1.2,-0.57,-1.28,-0.84,-0.62,-0.58
197706,8.82,5.75,4.05,5.65,6.17,4.53,3.7,4.91,6.04,6.96,4.54,4.43,4.68,2.71,5.47,4.57,5.3,5.76,6.41
197707,2.08,-1.38,-0.94,-2.01,-1.1,-2.44,-0.7,-0.3,-2.3,-0.88,-1.44,-2.5,-2.39,-0.67,-0.72,0.55,-1.7,-2.12,-2.62
197708,-0.83,0.36,-3.2,-2.51,0.95,-2.74,-2.43,-3.62,-2.78,1.71,-0.3,-1.99,-3.41,-2.31,-2.51,-4.44,-2.23,-2.41,-3.42
197709,0.54,-0.55,1.12,-0.25,-0.48,-0.33,1.79,0.49,-0.09,-1.09,0.57,-0.84,0.14,0.79,2.48,1.03,-0.4,0.16,-0.54
197710,-0.9,-4.28,-3.62,-2.64,-4.34,-3.67,-4.27,-2.47,-3.11,-4.06,-4.8,-4.06,-3.33,-4.13,-4.37,-2.65,-2.16,-2.53,-4.11
197711,5.51,4.29,4.2,5.96,4.2,4.51,4.16,4.27,7.29,3.87,4.75,4.68,4.36,5.59,3.18,4.07,4.61,6.14,9.33
197712,0.12,0.41,0.95,1.29,0.33,1.13,1.16,0.48,1.09,1.02,-0.81,0.77,1.44,0.58,1.56,-0.13,1.51,1.27,0.77
197801,5.12,-6.29,-5.36,-2.62,-6.11,-6.72,-4.98,-4.3,-1.64,-5.78,-6.68,-7.04,-6.43,-5.51,-4.62,-4.7,-3.64,-2.45,-0.26
197802,-1.39,-2.25,0.61,-0.37,-2.53,-0.85,1.71,-0.11,-0.41,-3.13,-1.49,-1.1,-0.63,0.78,2.33,0.03,-0.32,-0.64,-0.03
197803,8.34,2.48,3.94,5.09,1.96,4.44,3.88,3.78,6.24,1.05,3.48,4.69,4.22,4.37,3.55,3.72,3.87,5.68,7.16
197804,5.85,10.98,5.76,6.98,11.35,8.3,5.34,5.46,7.05,12.07,10.17,9.45,7.3,7.55,3.88,4.58,6.9,7.05,7.06
197805,8.56,2.33,1.68,3.41,2.21,2.52,1.27,1.91,4.55,2.53,1.68,2.81,2.27,1.56,1.07,1.75,2.17,3.65,6
197806,1.01,-1.36,-1.24,-0.84,-1.13,-2.25,-1.21,-0.68,-0.04,-0.48,-2.22,-2.34,-2.18,-1.36,-1.11,-0.01,-1.74,0.57,-0.99
197807,3.62,6.9,4.22,5.88,7.27,5.17,4.14,4.73,6.19,7.41,7.04,5.62,4.69,5.23,3.2,3.87,5.54,4.91,8.45
197808,13.2,4.01,4.83,3.67,3.91,4.61,4.81,3.93,4.22,4.11,3.58,4.36,4.87,4.98,4.67,4.86,3.07,3.97,4.64
197809,-1.93,-2.49,0.82,-0.2,-3.14,-0.34,1.37,0.19,-0.2,-3.5,-2.54,-0.26,-0.43,1.42,1.33,0.6,-0.2,0.09,-0.69
197810,-31.06,-11.28,-10.15,-13.38,-11.03,-11.9,-9.11,-11.26,-15.78,-10.11,-12.53,-12.12,-11.67,-10.37,-8.02,-11.82,-10.74,-14.11,-18.63
197811,4.56,3.48,3.44,3.35,3.45,3.21,3.83,3.17,3.28,3.6,3.19,3.61,2.8,4.1,3.6,2.9,3.42,3.37,3.12
197812,-4.3,2.89,0.84,0.15,3.23,1.3,0.73,0.59,0.37,4.93,0.39,1.75,0.81,1.41,0.15,1.29,-0.08,0.68,-0.19
197901,15.94,3.75,5.37,7.4,3.34,5.49,4.87,6.51,8.35,2.48,4.83,5.17,5.83,5,4.75,6.63,6.4,6.9,11.02
197902,-5.91,-3.69,-2.35,-2.64,-4.01,-2.67,-2.31,-2.21,-2.78,-3.92,-4.18,-2.56,-2.8,-3.12,-1.6,-1.92,-2.49,-2.41,-3.43
197903,13.96,6.29,5.98,7.78,6.05,6.89,5.55,6.85,8.51,5.5,6.98,7.15,6.62,7.45,3.92,6.69,7,7.45,10.4
197904,2.89,0.34,0.86,1.32,0.42,0.94,0.26,1.53,1.2,0.24,0.73,0.04,1.89,0.87,-0.27,1.62,1.45,1.47,0.75
197905,-6.25,-1.91,-1.22,-0.81,-2.05,-1.17,-1.26,-0.92,-1.22,-1.97,-2.19,-1.44,-0.9,-1.51,-1.04,-1.49,-0.37,-1.27,-1.13
197906,2.55,3.36,5.58,5.77,2.94,5.22,5.29,6.54,5.04,1.99,4.55,4.78,5.68,6.55,4.16,6.52,6.56,4.06,6.75
197907,-3.77,0.76,2.01,2.97,0.34,2.1,2.04,1.81,3.56,-0.75,2.08,1.91,2.36,2.13,1.96,1.48,2.17,3.13,4.19
197908,4.38,7.01,5.63,5.83,7.03,7.1,4.92,5.53,6.54,6.63,7.65,6.95,7.3,5.63,4.26,6.17,4.84,6.64,6.4
197909,2.52,-0.62,0.73,-0.84,-1.22,0.64,0.99,-0.28,-0.64,-1.58,-0.66,0.99,0.17,1.26,0.74,0.48,-1.11,-0.62,-0.68
197910,-15.59,-6.97,-6.65,-8.98,-6.87,-6.49,-6.6,-8.3,-9.43,-6.82,-6.95,-7.23,-5.5,-6.71,-6.5,-8.26,-8.33,-7.9,-11.68
197911,14.46,7.06,5.82,4.68,6.87,7.16,5.08,6.79,3.76,7.19,6.38,7.56,6.65,4.17,5.95,7.53,5.97,4.8,2.17
197912,19.94,3.56,1.55,2.56,3.2,3.85,0.8,1.59,3.96,2.4,4.45,4.5,2.99,0.64,0.96,2.45,0.61,2.87,5.67
198001,4.91,5.24,6.52,8.05,4.65,7.27,6.08,6.14,9.5,3.15,6.95,6.77,7.93,8.02,4.27,6.3,5.95,7.28,12.91
198002,0.86,-2.75,1.53,-0.25,-3.48,0.09,2.2,-0.75,0.12,-3.31,-3.73,-0.88,1.37,2.82,1.6,-0.71,-0.8,0.5,-0.43
198003,-30.74,-10.28,-11.32,-13.96,-9.24,-12.37,-11.02,-11.82,-15.39,-9.19,-9.33,-12.87,-11.72,-12.42,-9.64,-11.88,-11.75,-13.63,-17.97
198004,7.32,4.03,5.71,6.08,3.76,4.35,5.82,8.09,4.47,3.52,4.11,4.73,3.87,4.4,7.18,7.81,8.43,6.11,1.96
198005,3.98,5.97,5.66,6.86,5.73,5.88,6.06,5.41,7.65,5.76,5.7,6.6,4.97,6.73,5.43,5.11,5.75,8.27,6.66
198006,11.43,3.41,3.54,2.78,3.29,4.21,2.64,4.39,2.29,2.92,3.83,3.71,4.86,3.62,1.71,5.18,3.48,2,2.77
198007,4.66,9.77,5.69,3.54,11.59,6.68,4.77,3.86,5.74,12.17,10.76,6.32,7.19,3.99,5.87,6.07,1.82,3.9,7.87
198008,1.76,2.9,1.81,2.07,3.62,1.95,1.89,1.83,1.05,4.27,2.67,1.46,2.67,0.91,3.23,0.72,2.9,0.43,1.75
198009,13.7,4.29,3.22,-0.7,4.01,5.44,3.11,-0.72,0.32,3.98,4.05,4.88,6.25,4.51,1.25,0.14,-1.53,1.24,-0.69
198010,0.14,2.3,2.77,-0.18,1.72,3.79,3.79,-1.09,0.8,3.27,-0.57,3.46,4.25,4.24,3.18,-1.21,-0.98,0.15,1.53
198011,8.94,11.75,12.36,4.54,11.56,13.48,14.89,4.45,2.7,12.29,10.44,12.13,15.39,17.44,11.37,2.79,6.03,3.69,1.54
198012,-7.18,-2.56,-4.38,-0.88,-1.54,-5.21,-4.68,-1.13,-0.68,-1.27,-1.97,-4.56,-6.1,-5.12,-4.02,-1.21,-1.05,-0.51,-0.87
198101,-6.73,-5.72,-4.7,1.76,-5.87,-6.34,-4.9,0.47,2.35,-7.05,-4,-5.43,-7.6,-6.32,-2.84,-0.36,1.27,2.35,2.34
198102,-0.85,2.39,1.43,1.53,2.37,2.11,0.55,2.43,1.38,1.46,3.76,2.44,1.65,1.34,-0.56,3.27,1.65,0.55,2.38
198103,13.47,4.25,4.13,5.61,4.84,4.11,2.26,5.19,7.83,4.72,5.03,3.04,5.65,1.67,3.1,6.68,3.78,5.93,10.06
198104,8.32,-1.61,-1.46,1.54,-1.28,-2.85,-1.6,2.06,0.33,-0.57,-2.36,-2.28,-3.66,-3.37,0.92,1.52,2.58,0.31,0.36
198105,17.76,1.35,-0.05,2.93,2.47,-0.92,-0.56,2.8,2.2,3.44,0.98,-0.95,-0.87,-1.21,0.31,2.02,3.55,2.09,2.32
198106,-8.4,-3.54,1.91,0.23,-4.92,0.58,2.42,0.34,0.23,-6.17,-2.96,-0.59,2.24,1.71,3.37,0.45,0.24,0.94,-0.57
198107,5.32,0.8,-0.79,-1.16,0.83,1.7,-2.13,-2.29,-0.73,0.65,1.01,0.72,3,-2.4,-1.68,-2.59,-1.91,0,-2.28
198108,-8.57,-7.22,-5.54,-2.85,-7.06,-6.67,-5.44,-5.24,-1.91,-9.18,-5.03,-7.58,-5.48,-5.9,-4.67,-5.86,-4.5,-0.73,-4.47
198109,-10.72,-6.83,-6.05,-1.97,-7.54,-6.3,-6.34,-2.76,-1.75,-8.6,-6.56,-5.16,-7.71,-6.74,-5.7,-3.1,-2.37,-0.32,-4.96
198110,17.34,8.41,4.29,4.63,8.72,7.46,3.87,3.11,4.59,11.45,6.26,7.7,7.15,3.24,4.89,1.74,4.72,4.99,3.64
198111,8.86,3.7,5.05,4.22,3.04,5.35,4.62,4.92,4.22,0.73,5.21,5.26,5.48,4.64,4.58,5.53,4.22,3.71,5.43
198112,-2.46,-3.04,-2.5,-2.33,-2.88,-3.06,-2.97,-2.06,-1.98,-3.84,-2,-3.41,-2.6,-3.03,-2.87,-1.29,-2.95,-1.73,-2.58
198201,-3.34,-2.22,-3.62,0.21,-2.14,-3.72,-3.2,-1.42,0.61,-3.74,-0.71,-2.4,-5.52,-3.42,-2.86,-2.17,-0.53,1.35,-1.15
198202,-5.09,-7.39,-3.32,-1.74,-7.36,-6.77,-2.77,-1.19,-2.23,-9.06,-5.87,-7.45,-5.82,-2.82,-2.7,-1.48,-0.84,-3.08,-0.13
198203,-3.59,-1.98,-0.52,1.85,-3.26,0.15,-1.04,1.59,1.8,-3.8,-2.79,1.06,-1.06,-1.69,-0.02,1.28,1.94,1.87,1.65
198204,6.72,5.85,3.77,2.84,6.58,4.31,3.6,3.56,2.34,6.13,6.95,4.21,4.45,3.23,4.18,3.39,3.76,1.49,4.34
198205,1.19,-3.48,-2.29,-2.19,-4.08,-2.09,-2.04,-3.15,-1.6,-4.86,-3.44,-2.09,-2.09,-1.84,-2.35,-3.08,-3.24,-1.25,-2.37
198206,10.91,-2.62,-1.22,-1.62,-3.26,-1.33,-0.74,-1.6,-1.84,-4.41,-2.32,-1.18,-1.54,-0.64,-0.89,-1.93,-1.22,-2.42,-0.55
198207,-1.08,-0.87,-3.75,-1.61,-0.39,-3.24,-3.47,-2.28,-1.83,-1.91,1.15,-1.98,-4.88,-3.35,-3.58,-3.25,-1.45,-1.74,-2.02
198208,7.76,10.62,12.66,12.68,10.83,11.57,12.16,13.07,11.68,11.27,10.39,10.12,13.53,11.25,13.12,12.71,13.38,11.89,11.24
198209,6.83,2.03,2.35,0.65,2.07,2.38,2.72,0.77,1.1,1.57,2.56,1.94,2.96,3.14,2.29,1.29,0.33,1.22,0.85
198210,17.99,13.2,11.45,9.94,13.14,12.02,11.11,11.6,9.17,15.25,11.05,13.35,10.3,9.89,12.37,12.94,10.47,7.43,12.85
198211,8.4,7.49,3.1,4.63,7.81,5.17,3.13,3.76,4.99,9,6.6,6.72,3.14,3.22,3.03,3.03,4.39,3.69,7.54
198212,20.15,1.16,1.15,1.51,1.77,0.27,1.15,0.44,4.02,-0.3,3.93,-0.36,1.11,1.7,0.61,1.18,-0.19,3.85,4.35
198301,5.35,3.79,3.59,5.76,3.91,3.59,3.9,5.39,3.33,4.96,2.86,3.47,3.75,2.67,5.12,2.99,7.46,2.94,4.07
198302,-1.14,3.75,2.94,2.84,3.29,3.95,3.87,1.93,4,3.45,3.12,4.93,2.66,3.21,4.53,1.77,2.06,3.28,5.35
198303,5.49,2.51,4.73,3.45,2.64,3.17,4.52,4.14,3.76,2.06,3.25,2.17,4.52,5.39,3.66,5.24,3.23,3.14,4.88
198304,27.62,6.04,8.87,7.19,6.49,6.31,8.45,8.53,7.15,5.62,7.38,4.9,8.18,8.03,8.88,10.08,7.22,5.64,9.86
198305,5.13,1.06,0.87,0.64,1.68,0.43,1.35,-0.43,2.14,3.07,0.28,-0.53,1.65,-0.28,2.98,-0.48,-0.39,2.51,1.52
198306,15.77,5.34,3.78,1.02,5.82,5.34,3.19,1.21,1.77,5.75,5.9,4.06,6.93,4.63,1.8,2.05,0.49,0.34,4.2
198307,-7.33,-5.29,-2.31,-0.81,-5.11,-4.97,-2.94,-0.09,-1.38,-5.2,-4.96,-5.87,-3.62,-2.73,-3.21,-0.24,0.06,-1.98,0.04
198308,-3.35,-1.88,0.4,4.51,-1.9,-1.4,-0.27,3.05,5.07,-2.68,-0.58,-1.8,-0.79,-0.76,0.37,2.41,3.67,4.63,6.12
198309,5.18,2.21,1.63,1.22,2.48,2.02,2.27,0.35,1.31,2.31,2.77,1.35,3.01,2.49,1.97,-0.41,1.08,1.8,0.18
198310,-2.59,-4.41,-1.38,-0.61,-4.63,-3.15,-1.22,-0.52,-0.96,-6.05,-2.27,-3.71,-2.35,0.49,-3.49,-0.99,-0.09,-1.05,-0.75
198311,-2.39,3.08,2.71,2.23,2.74,3.22,3.37,2.51,1.81,1.91,4.07,4.16,1.88,2.5,4.58,2.14,2.85,1.9,1.59
198312,-1.45,-1.05,-1.02,-0.56,-1.31,-0.19,-1.89,-1.06,0.4,-1.17,-1.54,-0.22,-0.14,-1.76,-2.06,-0.09,-1.96,0.53,0.1
198401,6.65,-5.16,0.47,3.38,-6.01,-1.58,0.31,1.11,4.96,-6.87,-4.65,-2.54,-0.18,-1.95,3.41,1.19,1.02,5.26,4.25
198402,-9.1,-5.07,-4.27,-1.82,-4.7,-6.11,-4.44,-2.87,-1.04,-5.37,-3.69,-6.15,-6.06,-4.5,-4.36,-2.75,-2.97,-2.67,2.71
198403,-3.78,1.37,1.56,0.67,1.26,2.29,0.73,1.65,0.19,0.77,2,1.69,3.15,0.72,0.74,1.92,1.39,-0.5,1.7
198404,-1.37,0.22,0.21,1.48,0.51,-0.27,0.75,0.66,1.14,0.4,0.67,-0.66,0.27,1.15,0.24,-0.75,1.99,1.66,0.03
198405,-8.16,-4.96,-4.6,-5.7,-5.16,-3.79,-5.93,-4.27,-6.13,-5.36,-4.87,-4.33,-3.04,-6.27,-5.48,-3.42,-5.06,-6.24,-5.91
198406,7.91,4.43,1.62,2.46,4.06,5.05,1.89,-0.16,3.98,3.77,4.49,5.55,4.36,2.31,1.36,-0.71,0.36,5.82,-1.07
198407,-7.91,-1.87,-1.97,-2.52,-1.61,-2.73,-0.97,-3.27,-1.98,-1.18,-2.26,-2.73,-2.72,-1.63,-0.49,-3.3,-3.25,-2.43,-1.23
198408,10.64,11.68,11.03,11.29,11.9,11.05,10.62,11.24,11.59,12.76,10.6,10.94,11.17,10.71,10.55,11.77,10.88,12.25,10.49
198409,-1.6,-2.47,-0.09,3.08,-2.86,-1.14,0.12,1.8,3.42,-3.44,-1.96,-1.14,-1.14,-0.57,0.59,0.57,2.61,3.15,3.87
198410,-4.73,0.2,0.69,-0.45,-0.16,1.5,1.01,-0.44,-0.68,-0.72,0.67,1.43,1.57,0.25,1.5,-0.92,-0.12,-1.86,1.32
198411,-4.95,-2.66,-1.14,0.87,-3.22,-0.97,-1.22,-0.36,1.48,-4.19,-1.82,-0.83,-1.12,-1.73,-0.89,-0.99,0.03,1.17,1.97
198412,4.2,2.55,2.57,2.22,2.7,2.34,2.42,2.89,1.72,2.52,2.96,2.06,2.63,1.54,2.97,2.83,2.93,1.01,2.87
198501,16.21,11.01,8.35,5.96,11.18,9.59,8.12,7.49,5.31,12.8,8.9,10.46,8.69,8.52,7.87,8.51,6.86,5.2,5.48
198502,1.08,1.6,1.84,2.19,1.18,2.07,1.75,2.5,2.11,0.9,1.58,2.99,1.1,1.83,1.71,2.83,2.29,2.88,0.89
198503,0.33,-1.65,-0.68,2.09,-2.3,-0.24,-0.57,0.95,2.2,-3.5,-0.55,0.47,-0.99,0.78,-1.41,-0.61,1.93,2,2.52
198504,-2.04,-1.9,-0.63,1.87,-1.71,-2.32,-0.85,1.3,2.37,-2.21,-1.01,-2.47,-2.16,0.16,-1.49,1.49,1.19,2.54,2.1
198505,7.05,5.66,6.68,5.05,5.6,6.63,7.26,5.21,4.66,5.01,6.44,5.86,7.48,8.78,6.26,4.62,5.57,4.9,4.27
198506,1.79,1.51,1.99,1.57,1.06,2.47,1.87,1.21,2.29,0.5,1.84,2.93,1.97,1.5,2.11,2.26,0.51,2.01,2.75
198507,-0.06,0.6,-0.49,-1.2,0.69,0.48,-0.33,-1.27,-1.33,0.91,0.44,0.3,0.7,-0.28,-0.39,-1.5,-0.93,-2.33,0.62
198508,-1.79,-1.6,-0.07,0.75,-1.86,-0.25,-0.07,0.22,0.59,-1.86,-1.87,-0.75,0.38,0.19,-0.34,-0.36,1.08,0.85,0.09
198509,-6.65,-4.38,-2.93,-4.34,-4.58,-3.36,-2.78,-3.83,-4.11,-4.4,-4.82,-3.74,-2.89,-2.45,-3.12,-3.16,-4.83,-4.04,-4.25
198510,4.22,3.88,5.15,5.27,3.84,4.39,4.58,5.48,5.63,3.62,4.12,4,4.88,4.56,4.59,6.11,4.52,6.1,4.75
198511,0.21,8.89,6.64,4.91,9.38,7.71,7.56,4.52,5.01,9.11,9.72,7.32,8.22,7.78,7.33,4.41,4.7,5.56,3.96
198512,4.14,5.67,3.68,4.29,6.05,4.08,4.25,3.4,4.38,6.02,6.09,4.42,3.64,5.48,3,2.93,4.12,5.09,3
198601,3.92,0.99,0.58,1.66,0.8,1.4,1.62,-0.33,1.96,0.17,1.57,1.62,1.12,0.11,3.19,-1.23,1.02,1.57,2.72
198602,5.31,7.91,8.11,6.86,7.53,9.52,8.02,6.81,7.03,6.34,8.97,9.17,9.96,7.02,9.03,7.02,6.5,6.62,7.84
198603,6.39,5.95,5.74,4.44,5.64,6.71,5.65,4.8,4.71,5.24,6.11,6.95,6.39,5.26,6.03,5.44,3.86,5.52,3.14
198604,4.52,0.81,-1.39,-2.93,0.92,-0.17,-1.53,-2.14,-2.81,2.32,-0.72,0.45,-1,-0.29,-2.75,-1.43,-3.21,-2.32,-3.77
198605,10.11,5.15,5.49,4.91,5.27,5.28,4.36,5.9,5.1,4.94,5.66,4.76,5.97,4.4,4.32,6.81,4.51,6.12,3.05
198606,-2.02,1.57,1.12,2.52,1.81,1.31,1.06,1.22,2.7,1.61,2.05,0.8,1.99,1.15,0.97,0.63,2.14,4.25,-0.51
198607,-12.21,-7.66,-5.66,-2.94,-7.86,-6.82,-6.04,-3.29,-3.46,-8.19,-7.56,-7.04,-6.51,-6,-6.09,-4.4,-2,-1.88,-5.97
198608,5.32,4.44,7.88,8.98,4.22,5.87,6.01,9.58,9.94,2.98,5.29,5.14,6.88,4.94,7.48,11.61,7.27,9.18,11.21
198609,-8.67,-9.83,-7.07,-6.97,-9.82,-9.16,-7,-7.28,-6.18,-10.99,-8.83,-9.85,-8.23,-7.65,-6.13,-6.33,-8.42,-8.54,-2.35
198610,4.21,5.43,5.04,5.16,5.08,6.11,5.31,4.59,5.25,7.39,3.16,6.52,5.57,6.13,4.21,4.28,4.98,6.04,4.06
198611,-0.68,1.79,1.83,1.41,1.98,1.49,1.89,1.61,1.38,1.04,2.79,1.22,1.85,2.43,1.17,1.73,1.47,1.75,0.82
198612,-4.64,-2.55,-2.96,-2.82,-2.35,-2.5,-3.91,-2.71,-2.78,-2.13,-2.54,-3.18,-1.57,-4.11,-3.64,-2.56,-2.9,-3.73,-1.3
198701,17.97,13.72,12.97,10.82,13.38,14.95,10.86,12.12,11.62,13.26,13.49,14.78,15.16,10.95,10.75,14.41,9.3,12.41,10.43
198702,6.13,7.73,3.83,0.46,8.34,6.54,4.08,0.88,0.24,8.99,7.79,5.82,7.52,2.25,6.62,0.86,0.91,0.32,0.11
198703,2.4,1.63,2.32,2.68,1.45,2.21,0.91,2.81,3.68,1.01,1.83,2.19,2.24,1.46,0.17,4.41,0.73,1.65,6.84
198704,-1.8,-1.94,-1.19,-1.7,-1.85,-1.64,-2.5,-1.13,-0.96,-3.6,-0.33,-2.23,-0.86,-2.92,-1.93,0.39,-3.18,-0.31,-1.91
198705,2.01,1.26,-0.16,0.7,1.63,-0.3,-0.13,0.53,0.63,1.42,1.8,0.09,-0.82,0.66,-1.19,0.3,0.85,0.02,1.55
198706,-0.17,4.28,5.18,4.6,4.18,4.49,5.48,4.87,4.81,4.51,3.91,4.59,4.35,6.42,4.22,5.37,4.16,4.4,5.45
198707,9.95,5.16,3.48,3.93,5.13,3.48,5.42,2.96,3.9,4.93,5.34,5.28,1.8,7.25,3.46,2.35,4,2.84,5.54
198708,-0.42,4.46,4.27,2.79,4.49,4.74,3.51,4.29,2.33,3.69,5.37,4.37,5.1,3.98,3,4.59,3.79,3.32,0.86
198709,-0.38,-2,-2.18,-2.41,-2.29,-3.25,-0.68,-2.01,-2.08,-3.88,-0.58,-1.13,-5.29,-0.45,-0.93,-1.35,-3.12,-2.34,-1.7
198710,-35.14,-24.25,-21.16,-20.33,-23.76,-24.65,-23.29,-16.94,-20.99,-22.75,-24.81,-25.72,-23.58,-23.56,-22.98,-15.82,-18.87,-19.03,-23.95
